1.00535,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,37,33,0,3058,92.6667,0.891892,p1-256,38,18,0,3636,202,0.473684,p1-260,35,21,0,5120,243.81,0.6,p1-257,43,19,0,8101,426.368,0.44186,p1-258,47,24,0,7134,297.25,0.510638
2.00535,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,42,45,1,4179,92.8667,1,p1-256,41,30,4,14067,468.9,0.731707,p1-260,43,29,2,14899,513.759,0.674419,p1-257,33,21,2,15081,718.143,0.636364,p1-258,41,22,1,18216,828,0.536585
3.00536,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,39,38,13,3501,92.1316,0.974359,p1-256,48,30,16,21794,726.467,0.625,p1-260,44,29,9,21482,740.759,0.659091,p1-257,37,11,10,12101,1100.09,0.297297,p1-258,32,21,12,20955,997.857,0.65625
4.00536,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,46,40,17,4172,104.3,0.869565,p1-256,37,33,16,22796,690.788,0.891892,p1-260,43,27,22,17238,638.444,0.627907,p1-257,33,13,12,15525,1194.23,0.393939,p1-258,41,27,18,29321,1085.96,0.658537
5.00536,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,34,33,4,3709,112.394,0.970588,p1-256,40,34,6,25211,741.5,0.85,p1-260,42,33,5,22676,687.152,0.785714,p1-257,54,7,4,9880,1411.43,0.12963,p1-258,30,14,1,17145,1224.64,0.466667
6.00536,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,39,32,12,2966,92.6875,0.820513,p1-256,33,23,12,19924,866.261,0.69697,p1-260,40,30,13,26632,887.733,0.75,p1-257,44,21,11,29605,1409.76,0.477273,p1-258,44,22,17,28502,1295.55,0.5
7.00536,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,48,53,10,5101,96.2453,1,p1-256,35,21,6,18851,897.667,0.6,p1-260,40,30,11,23979,799.3,0.75,p1-257,34,12,7,15151,1262.58,0.352941,p1-258,43,19,7,19034,1001.79,0.44186
8.00536,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,48,48,14,4481,93.3542,1,p1-256,46,29,11,25809,889.966,0.630435,p1-260,31,27,7,24679,914.037,0.870968,p1-257,43,19,14,30467,1603.53,0.44186,p1-258,32,25,6,32944,1317.76,0.78125
9.00536,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,49,50,11,4819,96.38,1,p1-256,40,35,7,31660,904.571,0.875,p1-260,33,18,9,17699,983.278,0.545455,p1-257,47,20,13,21804,1090.2,0.425532,p1-258,31,25,7,42392,1695.68,0.806452
10.0054,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,37,38,8,3662,96.3684,1,p1-256,38,37,12,29992,810.595,0.973684,p1-260,44,24,14,21044,876.833,0.545455,p1-257,45,21,8,27075,1289.29,0.466667,p1-258,36,25,8,33220,1328.8,0.694444
11.0054,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,33,34,7,3183,93.6176,1,p1-256,43,19,12,15898,836.737,0.44186,p1-260,38,22,8,20103,913.773,0.578947,p1-257,40,26,11,37793,1453.58,0.65,p1-258,46,22,12,29633,1346.95,0.478261
12.0054,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,38,36,8,3427,95.1944,0.947368,p1-256,40,29,13,27759,957.207,0.725,p1-260,32,30,9,28538,951.267,0.9375,p1-257,48,20,16,20571,1028.55,0.416667,p1-258,42,27,16,33575,1243.52,0.642857
13.0054,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,37,38,9,3532,92.9474,1,p1-256,39,29,8,25384,875.31,0.74359,p1-260,37,27,9,24625,912.037,0.72973,p1-257,46,22,8,24800,1127.27,0.478261,p1-258,41,29,8,40739,1404.79,0.707317
14.0054,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,39,39,6,3717,95.3077,1,p1-256,35,29,15,31000,1068.97,0.828571,p1-260,47,22,12,21032,956,0.468085,p1-257,30,17,6,20286,1193.29,0.566667,p1-258,49,22,16,27972,1271.45,0.44898
15.0054,256,1000,257,1000,258,1000,259,1000,260,1000,p1-259,36,35,10,3380,96.5714,0.972222,p1-256,38,23,7,20229,879.522,0.605263,p1-260,49,31,15,26026,839.548,0.632653,p1-257,42,22,7,32265,1466.59,0.52381,p1-258,35,21,9,26216,1248.38,0.6
